,Tweets,created_at,geo,coordinates,place,lang,entities
0,RT @4amramr: بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 23:28:48,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '4amramr', 'name': 'Amr Nader Amr | عمرو نادر عمرو', 'id': 86735496, 'id_str': '86735496', 'indices': [3, 11]}], 'urls': []}"
1,RT @4amramr: بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 23:21:26,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '4amramr', 'name': 'Amr Nader Amr | عمرو نادر عمرو', 'id': 86735496, 'id_str': '86735496', 'indices': [3, 11]}], 'urls': []}"
2,RT @4amramr: بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 23:13:21,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '4amramr', 'name': 'Amr Nader Amr | عمرو نادر عمرو', 'id': 86735496, 'id_str': '86735496', 'indices': [3, 11]}], 'urls': []}"
3,RT @4amramr: بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 23:04:00,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '4amramr', 'name': 'Amr Nader Amr | عمرو نادر عمرو', 'id': 86735496, 'id_str': '86735496', 'indices': [3, 11]}], 'urls': []}"
4,RT @4amramr: بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 22:59:01,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': '4amramr', 'name': 'Amr Nader Amr | عمرو نادر عمرو', 'id': 86735496, 'id_str': '86735496', 'indices': [3, 11]}], 'urls': []}"
5,بتحس اللي أخذوا مطعوم pfizer مفكرين حالهم أخذوا ال Green Card، خفوا علينا 😂,2021-04-30 22:54:48,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
6,"الصحة: امامنا طريقان لا ثالث لهما .. ولا اعراض لمن يتلقى مطعوم كورونا وهو مصاب
https://t.co/WlLfgAEL0c https://t.co/KPb4iLzzgL",2021-04-30 20:45:39,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/WlLfgAEL0c', 'expanded_url': 'http://www.jordanzad.com/index.php?page=article&id=436216', 'display_url': 'jordanzad.com/index.php?page…', 'indices': [79, 102]}], 'media': [{'id': 1388233093786521605, 'id_str': '1388233093786521605', 'indices': [103, 126], 'media_url': 'http://pbs.twimg.com/media/E0P-pMSWUAU8EbR.jpg', 'media_url_https': 'https://pbs.twimg.com/media/E0P-pMSWUAU8EbR.jpg', 'url': 'https://t.co/KPb4iLzzgL', 'display_url': 'pic.twitter.com/KPb4iLzzgL', 'expanded_url': 'https://twitter.com/JordanZad1/status/1388233105308274689/photo/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 800, 'h': 568, 'resize': 'fit'}, 'small': {'w': 680, 'h': 483, 'resize': 'fit'}, 'large': {'w': 800, 'h': 568, 'resize': 'fit'}}}]}"
7,انا برضع طبيعي مطلق وبنتي لسا عمرها ٤ شهور واخدت مطعوم الكورونا (موديرنا) :),2021-04-30 18:37:24,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}"
8,إجابات على  بعض الاستفسارات التي تشغل المجتمع  على صفحات التواصل الاجتماعي، وحرصًا منا على توضيحها قمنا بإعداد منشو… https://t.co/iRpFo09H8k,2021-04-30 13:14:25,,,"Place(_api=<tweepy.api.API object at 0x000001E12AEA82B0>, id='01490cd33ff0f963', url='https://api.twitter.com/1.1/geo/id/01490cd33ff0f963.json', place_type='admin', name='Amman', full_name='Amman, Hashemite Kingdom of Jordan', country_code='JO', country='Hashemite Kingdom of Jordan', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000001E12AEA82B0>, type='Polygon', coordinates=[[[35.6797295, 31.2567877], [37.2500185, 31.2567877], [37.2500185, 32.088612], [35.6797295, 32.088612]]]), attributes={})",ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/iRpFo09H8k', 'expanded_url': 'https://twitter.com/i/web/status/1388119551334883332', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}"
9,@yasminaaaa92 شو هالتوتّر، طب هيه معها شهادة مطعوم، ما بمشوها؟ انتي بتمشّي؟ :),2021-04-29 20:28:59,,,,ar,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'yasminaaaa92', 'name': 'ً', 'id': 448269064, 'id_str': '448269064', 'indices': [0, 13]}], 'urls': []}"
